(Do Not Modify) City,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Name,Province,Created On
0045203b-dca5-e611-80bb-00155d64ab22,Dbdvpb/vKUc1JZ6JMv7hHPVP1QPdUu8IreGFgIrdDucgxHlVozBPU+AKJdwrz5kWkYOkK1dXqcRzYUnaVpvqPA==,2017-09-14 20:44,Cuddebackville,New York,2017-09-14 14:44
036bac41-dca5-e611-80bb-00155d64ab22,nGth6oUmS2G9ztuN4lEFb0hAfbrvA9NHaBIwN/+dbk/vqPntGvv21igik3w0JaAJ05t0KIHl34572+454e6lWQ==,2017-09-14 21:00,Cuddy Hill,Pennsylvania,2017-09-14 15:00
b182ac41-dca5-e611-80bb-00155d64ab22,O5vsCEVl3/9rdrqvQ7R4REn6ZqzEFRO4V/JrHUB+yypM5fRIOOqgQL4OtRB735Bfv2QL2t/n83vKjnuOF6/NJA==,2017-09-14 21:09,Cuero,Texas,2017-09-14 15:09
ee36203b-dca5-e611-80bb-00155d64ab22,oH2ArLY87GLJywgof3bPuEwmulFcFGW96kqfXZvK86t+WkOPUFnPYECc+00CnfBKy7cb88Q3Ym0cJIsfDjI4dw==,2017-09-14 20:41,Culbertson,Nebraska,2017-09-14 14:40
7a6edf2f-dca5-e611-80bb-00155d64ab22,tUjXzRdBjLn8SkAm7Uwiywv8FAJv1/CNrdysUmPV8Hc+hOBFw1Y8JkXYglkU3z4Ol4iGIqTktPT4b9asxAaT5g==,2017-09-14 20:20,Culdesac,Idaho,2017-09-14 14:20
2aff8b46-dca5-e611-80bb-00155d64ab22,RY0aN0zXYxLqGqiwXJdgca4Jy9vp952npxGfvM6K8vzzZG9Dl2pIBu2nB06j+JXZ+O/vmQizi8EzpxVlbj6Tgw==,2017-09-14 21:12,Cullen,Virginia,2017-09-14 15:12
4a50df2f-dca5-e611-80bb-00155d64ab22,0+6mQZuoUiz0SlogSMNiD7XF9SgE/lwjyCtb6D9/c4SL7GokT6llWLZ2aUKJjVT4848qf3vuloYftl/dtYffVw==,2017-09-14 20:09,Cullman,Alabama,2017-09-14 14:09
d66adf2f-dca5-e611-80bb-00155d64ab22,CVZKvOPu52EetJqHfbKPg7mC9AkxdQ5cWCLKlY4e00go2J/7zTGFMq5HYZWv2xKrd/ceKTE91ALsaYG4/etTSQ==,2017-09-14 21:22,Culloden,West Virginia,2017-09-14 14:19
3871df2f-dca5-e611-80bb-00155d64ab22,rPBx1ibBEfCdH1NICd9rYWI88N/qAcSUwpDjGdFh0FDiJb+dlkMC0PaL6P166KD8p6k1HsFck/jbWUZhm/zPGg==,2017-09-14 20:21,Cullom,Illinois,2017-09-14 14:21
704d203b-dca5-e611-80bb-00155d64ab22,vNmtU3+llVOeQT1bulu1ewaD+FyOifSrqdLG8urGJy5zjGEjBLLfjhXouJlZgVn0m8gFEoqyEnxZxiSBVVGLDg==,2017-09-14 20:48,Cullowhee,North Carolina,2017-09-14 14:48
2cff8b46-dca5-e611-80bb-00155d64ab22,oL8G9OdQezaHiwQKM7kO1VaxAHj+apOh9Rb7zQgkrVjwJzLmdvqC0X9eZMp497F0aeWdndPKLd/+IZE6g+iPig==,2017-09-14 21:12,Culpeper,Virginia,2017-09-14 15:12
9459df2f-dca5-e611-80bb-00155d64ab22,432eIi2SzAq+5Vgtwxvt8z8cf9t9kN7fnm3IMGNcIKHo/9pXMvl4+q1XjZbBNE+8EMhD7CZFJuBV0SBxroRJjg==,2017-09-14 20:12,Cultus Lake,British Columbia,2017-09-14 14:12
02da2036-dca5-e611-80bb-00155d64ab22,lIwpcceW3hhgHjj7IMCpo/gdFXr5SO7/cujUT0wdXh1TdAl6aVna2NSKoyrUXPq283U7V4jNTMqNQEEOnx+7MQ==,2017-09-14 20:59,Culver,Oregon,2017-09-14 14:24
a25cdf2f-dca5-e611-80bb-00155d64ab22,3TbMkRNcvYYnQudU2simqCcvaBjprA1blFboww0iGEUNjtb6LTxcAVDMV0PEGJX4gXIZsl2RM9tiygBD1W+CRw==,2017-09-14 20:14,Culver City,California,2017-09-14 14:14
9659df2f-dca5-e611-80bb-00155d64ab22,mqFzLca3XQkOxAOo5pGzhi3F3UFxCM6kCZMRcaZPUhudQZOcgOmWOwtfEIpBjolq2pLlWuA9s6QzSrTmo0oTow==,2017-09-14 21:22,Cumberland,Rhode Island,2017-09-14 14:12
443b203b-dca5-e611-80bb-00155d64ab22,4Ub+kIgXLPNRJmkLyILyJIfVwGCZgLT/YnHWjeFuki76XQA9HDdQTonzBRDGhUPSFW80w7T866E1VAzEBP4Xwg==,2017-09-14 20:42,Cumberland Bay,New Brunswick,2017-09-14 14:42
14ec2036-dca5-e611-80bb-00155d64ab22,ui9P3myxvLKfQHlL4CBeJt9wfXF6Ykto960qm1mjeZGKdnLBmC+s1bRwPS5vU/gphy5vJKnfM/tukliVQseMrQ==,2017-09-14 20:30,Cumberland Center,Maine,2017-09-14 14:30
16ec2036-dca5-e611-80bb-00155d64ab22,ooQQE2Le7fmhzAkbKj5L2n0z1dp/EgaLOtURVMsC3rf5p7ZXc9vQQNGXLSwOanmdXQR47N80RVMKwvNwlQwbgg==,2017-09-14 20:30,Cumberland Foreside,Maine,2017-09-14 14:30
757eac41-dca5-e611-80bb-00155d64ab22,7rCDE2241F8gLXc8p23chCssdNTTr/FFC7hOoezAB7Bgn7Trct6KphZbLRfRXES9uLyV8XjYKkkJo492GW6gkg==,2017-09-14 21:08,Cumberland Furnace,Tennessee,2017-09-14 15:08
b382ac41-dca5-e611-80bb-00155d64ab22,2DrKcrO3gLeOde62EbxXsJ6Ns71iABc2ehGHNOPG5BNRVm4krKvNnjxBKRAHwSiCeoyhUORkLv3X/Xgtc400bg==,2017-09-14 21:09,Cumby,Texas,2017-09-14 15:09
08f22036-dca5-e611-80bb-00155d64ab22,I1MhmLizc9JPjhDhq6XbJ6P3d/hkh9DksZICZvBYGQlQYMXr/xQl0adizR8mzskDUuVJBF1hbdtkYRROB07trw==,2017-09-14 20:33,Cummaquid,Massachusetts,2017-09-14 14:33
d86adf2f-dca5-e611-80bb-00155d64ab22,qELWC3156i1Nc6e8rEsjOZeOYb76kTdrH/wYf+io51U8LsoAPX9kHLOiNEQ3BcjI3rXwA6rntqgrmXYBDPV6qg==,2017-09-14 20:26,Cumming,Iowa,2017-09-14 14:19
02e32036-dca5-e611-80bb-00155d64ab22,og0G1nNtNMMlXNtYTv829RR5ORIGZWQvUMRKNsVHZ6uKhSOu1gKDbKIH5JwtK4WsjVDwG37su6/wVfLrnjb2GA==,2017-09-14 20:27,Cummings,Kansas,2017-09-14 14:27
0af22036-dca5-e611-80bb-00155d64ab22,ywHwESEC4KFW58S+E6jI3+CY2VcyGRg97Qvpd5r0p/md89YWQ8Z2aiwa/xmJk3W7rC/RnsqBUbCVP4qv5jQTDA==,2017-09-14 20:33,Cummington,Massachusetts,2017-09-14 14:33
04e32036-dca5-e611-80bb-00155d64ab22,IvBwyL29j4ka+txvYOYQs/UJ1ozTcK0Ye+C3H0SJpN2XR51RbFCX3ULKtMgU5xSLjH8YNhHJzD2o/ut/gwU0bg==,2017-09-14 21:19,Cunningham,Kentucky,2017-09-14 14:28
0379ac41-dca5-e611-80bb-00155d64ab22,QdLewpkRZPF64YznGo3kU7GVUr/Dv/cbDItwp0sE484jHMmzFCqbYTog8EO6oZ7+d1SxxeHmerqZWUSBXfa7Bg==,2017-09-14 21:05,Cupar,Saskatchewan,2017-09-14 15:05
a45cdf2f-dca5-e611-80bb-00155d64ab22,F0ftt/vRO8dCi9dgxHzWka/NuxqfxetiKDhxHiWtf9/IkHlOR2hvQPAMxqZRAHQqCogp4wS3faD61xxChM6ECA==,2017-09-14 20:14,Cupertino,California,2017-09-14 14:14
dc49f82b-dea5-e611-80bb-00155d64ab22,eQJV/GYBQa0mc4mwo4L1BEeV7XhVQIgeGW9nN8Ckxhl5uZSUgNH2aPlJiyZ1YWUZRkB3+TgFHudyfUkyhnpeiw==,2017-09-14 21:21,Cupids,Newfoundland and Labrador,2017-09-14 15:21
38de2036-dca5-e611-80bb-00155d64ab22,FfmyzgmiBgukWtjMpcNl4lipT6PPsbEXZNsTlBCH9EU/87LgdQ2mtAoquxEZw9o7d2rLG5B3dgUt73o2uJdJCQ==,2017-09-14 21:15,Curlew,Washington,2017-09-14 14:26
10f62036-dca5-e611-80bb-00155d64ab22,yYyE/mwiDQYz2ba4F6w+r3+dj7FGXaCUIqh4gyDsmAweQVqLAAtOnvHhpqi3dTYNavcd20LJweV70jlhgc1jlQ==,2017-09-14 20:35,Curran,Michigan,2017-09-14 14:35
60fb2036-dca5-e611-80bb-00155d64ab22,/yTR5ggpd2RK/Ocr72UJIVRJUH8V4mtDqWq/uOO1ruOvZ/dxFnYBitNfgpt0TsgcdxBRQpoY4xUzaGVsh0Uhhg==,2017-09-14 20:48,Currie,North Carolina,2017-09-14 14:37
744d203b-dca5-e611-80bb-00155d64ab22,RjqRSsUrIXvklNeeYJhpNsCdtojUnuneO9k+gm4vAMLP/He8MAXf4fhB7jqFtunS80u7eP0J0lYnh0RezTUfDw==,2017-09-14 20:47,Currituck,North Carolina,2017-09-14 14:47
6033203b-dca5-e611-80bb-00155d64ab22,c8ANfgacA40CctcIs48qHbrQhEYABfxAOAKPZhm3TwL0TVu3vKZoeBGNOImhPAxMZec0fQ8ceN+Isie2SbdVjA==,2017-09-14 21:00,Curryville,Pennsylvania,2017-09-14 14:39
4055203b-dca5-e611-80bb-00155d64ab22,2lQmUgKpBtUsXdkAId6o5QyeFLe7fH1SQ4xF+xkz1q3lTLRvKVOmmYMClmiCDfGHmgG0LdNnqXzSu+sFM2lpHg==,2017-09-14 20:51,Curtice,Ohio,2017-09-14 14:51
b838203b-dca5-e611-80bb-00155d64ab22,sg8fcgUgp2mHSCfIs9W2E1Ogo+rLqo3U2UVNXA6YoUzkn+PSgsmUt+6x6JproCHYTNVjYenLwaFXJZJyOQ/dUg==,2017-09-14 20:41,Curtis,Nebraska,2017-09-14 14:41
6aef2036-dca5-e611-80bb-00155d64ab22,ZLRHLalI7Um0lgwthqEJysHpYiQf/RwALFVPrYz14zDrc9UO+69qVLuOJq9gdsthLFd9DsS0HvaYV9XMvBvQDQ==,2017-09-14 20:32,Curtis Bay,Maryland,2017-09-14 14:32
b2098c46-dca5-e611-80bb-00155d64ab22,XJMA5sx+xYkOBK0g1PoA19b8rgvHe24447tFtwcisJk9LEGebn2fsXpvCFCrfQbCYzUfwAPGFJzTIgtj6x3l4Q==,2017-09-14 21:16,Curtiss,Wisconsin,2017-09-14 15:16
6f63ac41-dca5-e611-80bb-00155d64ab22,zOGcXqWYRlewdWVme93vJm3tjXNmzb8PKtTNhnxD+Ci12nefZCIBg+pDeTYsnYZm2SQYhd5xyBi4LCQUZupJUg==,2017-09-14 20:56,Curve Lake,Ontario,2017-09-14 14:56
076bac41-dca5-e611-80bb-00155d64ab22,OP8OhU/PjxWVEzxinPOw2NkizqIHJS4oAjCW0S58KmMa8MxcKIsZ9/2MEUEyAhxOBXUO4fY5Rry3Brr9tuowHg==,2017-09-14 21:00,Curwensville,Pennsylvania,2017-09-14 15:00
3ade2036-dca5-e611-80bb-00155d64ab22,OJTq0d6N5eYg4Nda+vja/ARfOWw6PkybAkmIxH54pwXsocR3rr+I3NSGYUDZCULZxEtOMn5F0MPMT/5K9USihA==,2017-09-14 21:16,Cushing,Wisconsin,2017-09-14 14:26
dc028c46-dca5-e611-80bb-00155d64ab22,1DkeyCixCeEcLdJMj/Wkod26Jb6zvpUeb4X85EaAEUK9tKbPf1CJ3uDPLt4jTIcZNkAwmM0VVwOj6h38cPYI/A==,2017-09-14 21:14,Cusick,Washington,2017-09-14 15:14
4c50df2f-dca5-e611-80bb-00155d64ab22,wxD4AKT4OlV17jFnBuaXQyeFFzl/Q0FJZTPcqD0FOsHxN9z3hSxomfH0nDuP9w6bNBZ1K5Lb8kiRsQsEBQOYbg==,2017-09-14 20:19,Cusseta,Georgia,2017-09-14 14:09
4255203b-dca5-e611-80bb-00155d64ab22,EgvDcxHswmrlDpfRMDIyj4Xwpjo9ROi5i9oErLrZcyEcDczih0ACJXqJJYFz3w3RW6Amx8pjyr4ktt4Hb9PEoQ==,2017-09-14 20:51,Custar,Ohio,2017-09-14 14:51
a57cac41-dca5-e611-80bb-00155d64ab22,GAcKPD6w4OP06jc24q+HaTePsFlGc8FhcD4n4SB8koNiuSIHEnoR0xqYIDrT4gL56wX0m6xBd2n4hkPNRGt/rg==,2017-09-14 21:15,Custer,Wisconsin,2017-09-14 15:06
f036203b-dca5-e611-80bb-00155d64ab22,xFg7eDxduqkKqS34lXjBJxIFs0chHURZuMIZ5bNHboaCK1v2dBFVZYoQsWl2+Hed5YqY8AvNUjBhYZTet7lYAQ==,2017-09-14 20:40,Cut Bank,Montana,2017-09-14 14:40
0579ac41-dca5-e611-80bb-00155d64ab22,Hgkh0VeUW14yAJNGN7R/GX0BE/ofdj58s6+iKCx4Coa5c1+RwbJ5J7emxTbzySdZqJZfuxeXVEWqw6lpoUep8g==,2017-09-14 21:05,Cut Knife,Saskatchewan,2017-09-14 15:05
9ee92036-dca5-e611-80bb-00155d64ab22,OxYHn2HcBJ3siGCRz9wu2DE6Ac+jLYCNcrC38Tw/191t0JDJ7QfLdl+pcalX/PwMEJuyse1Kn3nFf7OUdT8cnw==,2017-09-14 20:29,Cut Off,Louisiana,2017-09-14 14:29
0245203b-dca5-e611-80bb-00155d64ab22,2xx1ibcJPII5sJldIhlyYkbFEeKGVTwBOg1a/83jtwIPZojA6bCkegCNzT/+JDponnx7LaQr8UYNEr8P9EZr0w==,2017-09-14 20:44,Cutchogue,New York,2017-09-14 14:44
dc6adf2f-dca5-e611-80bb-00155d64ab22,DE5fWoke27DJJcnHu/3KcNMGUSWKX3EbCxSLNXH5OFouHUsHIVHIlr5YdW15K5hWwcnDVlVrEGKBZfv0JJDJ9w==,2017-09-14 20:19,Cuthbert,Georgia,2017-09-14 14:19
04da2036-dca5-e611-80bb-00155d64ab22,g12K+ig89tLcS3clZQ1P8MN3jfaAZcg9GwwI3y/O2hWwnw7pfkmnO65QAt28zbVdrmuwlJe88TOlFQ/LJhlbmQ==,2017-09-14 20:56,Cutler,Ontario,2017-09-14 14:24
4cb6ef31-dea5-e611-80bb-00155d64ab22,HBejuNRLO52XixkQSqDPV8tBYOy4qVICKeQw13QLgoGIQqRnJ5NiQrhr26/gtag2e/QDAhfmUGA3Xk4VpWvZ6A==,2017-09-14 21:23,Cuttingsville,Vermont,2017-09-14 15:23
4655203b-dca5-e611-80bb-00155d64ab22,sLvYyOnFXyqnbkpHklwlHrW5xbCI1jYWcN/bo5UuCoAJd0VREkkw/51Z/d0oVXotdQ8B3baUVF3X3Zro6QAZMA==,2017-09-14 20:51,Cuyahoga Falls,Ohio,2017-09-14 14:51
096bac41-dca5-e611-80bb-00155d64ab22,TW1RmgqSoEaW4Xt5I7S3SrxDPDHwzbM689Q2n2W3HrBy4pQ7GXO/OU2RHZQAPtVihjBUDzm/nsmb0ezRUIy7Dw==,2017-09-14 21:22,Cyclone,West Virginia,2017-09-14 15:00
4855203b-dca5-e611-80bb-00155d64ab22,ELmaVrYV7jrnDSC9x5FSJFCQFjE3H827x5KYBTMMIfdzIvutfoQfpoThnQLIvQ2PIMYvyAB+cY2rDEHX2Gcq6Q==,2017-09-14 20:52,Cygnet,Ohio,2017-09-14 14:52
3cde2036-dca5-e611-80bb-00155d64ab22,BsA0n+e25Jx8UucTn7d0UtTtEI7s/w/9lXtT370ZBvUcndIwMU9t3lwZiV//CnwZB/7o3bKZbCoDJfPwKSs/dA==,2017-09-14 20:26,Cylinder,Iowa,2017-09-14 14:26
f972ac41-dca5-e611-80bb-00155d64ab22,8jtoi5+zu/gIg95xqrpwg3DSohQMyqUjE4ULDKMa/ZGgwOWuOj3U6DwiCEnlYl03CuSYNbUJru21rlE5Dlb6GQ==,2017-09-14 21:03,Cymbria,Prince Edward Island,2017-09-14 15:03
06da2036-dca5-e611-80bb-00155d64ab22,RWqwkF1i92CjDCyfWAQkSfDQQ7BbrYQ1Ft4oRAbP7daPnf4M2BBHWCdjuUoE6pYmi5fHmwPrNjijRJ2F82jZlg==,2017-09-14 21:18,Cynthiana,Kentucky,2017-09-14 14:24
a65cdf2f-dca5-e611-80bb-00155d64ab22,FfLj+P1HInVPyCEsoGgTrmZ/ZqH5ITE2x99UNl7wdlPg8eRYEHogyudIxNrNgHyLTj++dwnWuTn0sdjiLMppUg==,2017-09-14 21:10,Cypress,Texas,2017-09-14 14:14
fc53df2f-dca5-e611-80bb-00155d64ab22,NUIfWVYFDr47yj9g5/Hcjnqu+WkyoSXuvUbJ83e6/sCKCgr6Gfsy9HvZwlypomQ3Ljk5qxOfJEq95HMLPd9KAQ==,2017-09-14 20:10,Cypress County,Alberta,2017-09-14 14:10
797eac41-dca5-e611-80bb-00155d64ab22,QO5Z4uLIJ40OJU+6UCm0/ItpalDPKrRHSBS2u7jgvD0XySo8XxUOaug7qV+cj7AVLeG0+A6qtddtDGKn7hBepQ==,2017-09-14 21:07,Cypress Inn,Tennessee,2017-09-14 15:07
1960ac41-dca5-e611-80bb-00155d64ab22,PkWr+FkIc1wSeJi/1mjAcvBEOkEJK6JR5TtbniTf/OHIETus7SxG3Sts6kZuG/BkvYHFv9AonTHf+/AHlgmaXw==,2017-09-14 20:54,Cyril,Oklahoma,2017-09-14 14:54
64fb2036-dca5-e611-80bb-00155d64ab22,D2IgeTLFd5U2sIFRtPpxG3l5SP+8RFv8qESR6Gbk/Anl+CW7cG/eG8UUDhkYb6ttunN0FNNTwfEnJCfxtuf39Q==,2017-09-14 20:37,Cyrus,Minnesota,2017-09-14 14:37
fe53df2f-dca5-e611-80bb-00155d64ab22,Zqfp+KOe8UbXFaONU5+Xe/lc0QxtJlwL4E/lLwR8c8gR0EUtSDZ9/0P8/RrY+6UjhO2xyXQrTicY91rw5V2rGQ==,2017-09-14 20:10,Czar,Alberta,2017-09-14 14:10
f062df2f-dca5-e611-80bb-00155d64ab22,v9Ftvc/nws3VmMfugn2sjuR5C6N+TBL4jmZx/Nhssn0N99uIcKpmTxqgJbGR5En89XOq2Y7ao6tgBgq8NkzBfw==,2017-09-14 20:16,Dacono,Colorado,2017-09-14 14:16
de6adf2f-dca5-e611-80bb-00155d64ab22,xrAHE4m4bp14kfJQakNdloR2TCII5/OXQiqPUOewk7oDIR6C6xWDLYXZnfEBIUSHNhtVMda6hKHpMuYD/P65fg==,2017-09-14 20:19,Dacula,Georgia,2017-09-14 14:19
5867df2f-dca5-e611-80bb-00155d64ab22,RrVaea5hEcIVasu2X9gKr2qTL41ST4Lra4vI0B6XNc+tMxoaIBNEAj1tXZ/E3MvtihIiW8jF10zb8vYa+vFecA==,2017-09-14 20:18,Dade City,Florida,2017-09-14 14:18
4e50df2f-dca5-e611-80bb-00155d64ab22,5csy5G1B2+k0XD0B9BLDflekd8R350Fp+oREC1zKNMzqmZnLxXqnCiyJ4qMnNeXy1jw/b4MHGeCjMFqEgANuYg==,2017-09-14 20:09,Dadeville,Alabama,2017-09-14 14:09
12f62036-dca5-e611-80bb-00155d64ab22,D40WhuCFJX+3ndOTKREFiCYfNEpcestauzC2Rwn71+HERzfpBYnol4XGRcxuJR3+9JIsn/Wk/oA5K7+gJtpGmA==,2017-09-14 20:35,Dafter,Michigan,2017-09-14 14:35
b82e5122-dea5-e611-80bb-00155d64ab22,CKgFQ3zS2s95qFStZXHrPUWzhAFfX71ZGGFm/cp+jdeuVNVIEimuzyLoXDQ8SV50UIhcNBmWqXnr+TyZvdSAPg==,2017-09-14 21:18,Dagsboro,Delaware,2017-09-14 15:18
3c71df2f-dca5-e611-80bb-00155d64ab22,HfdcT/mYt2GpgsEq+pK0kECGNcKW3EUM8hXPL5bFtnnDgkBOC7SRWxs8h9ChZz9rg4/wLec++Gj2g2nj6TvdCQ==,2017-09-14 20:21,Dahinda,Illinois,2017-09-14 14:21
3e71df2f-dca5-e611-80bb-00155d64ab22,kZdAcDReBCZ9H3MRqRSjerBHu+m5TRjdnDWPed+m8eSgExPnPe9efgBPFdKOYZUpibaZyLJNM7PMjWZExjAzdA==,2017-09-14 21:12,Dahlgren,Virginia,2017-09-14 14:21
e06adf2f-dca5-e611-80bb-00155d64ab22,ihFG0yiq8asLrozwLek2YnlJ+1FpzrguEui29ktA91/B1uBQqtbiQ8r7CLSeuLh6h2KFN5iKYjb1/0kRO2iqXw==,2017-09-14 20:19,Dahlonega,Georgia,2017-09-14 14:19
b982ac41-dca5-e611-80bb-00155d64ab22,JfmKptloGQ5MvxP2UoqJ0veTDM6+FY/QbC+biSvxOOSuCuEFAtFKVnTsXg/LQFmCyQlZ+iOW67lviZiq4uCu0Q==,2017-09-14 21:09,Daingerfield,Texas,2017-09-14 15:09
bb82ac41-dca5-e611-80bb-00155d64ab22,KX+09zQFA9RRd+oOCG0iiZasDfCvf45Pr2WxH0DrdaMyGgvpvFYxADLue8zkQMhhGUyMgfh9KpjBefmWhfz46w==,2017-09-14 21:09,Daisetta,Texas,2017-09-14 15:09
0b6bac41-dca5-e611-80bb-00155d64ab22,zlPD5vIdx8IR4hdrWabpY5kw2BcrMESSBPpP+0mfgXRGO/KMYijO3pJLdbTskp8QKOGWZDhAwPp/e4LeewrQMA==,2017-09-14 21:00,Daisytown,Pennsylvania,2017-09-14 15:00
4071df2f-dca5-e611-80bb-00155d64ab22,hnXbKy3fXvwrhWpWF24SnA2sGp7LcYkTn/30EVFXxEaRPFReHAWBXiEfHOJOm4m0OyRPuB8ID7Hnt3DNa5ADIA==,2017-09-14 20:37,Dakota,Minnesota,2017-09-14 14:21
ba38203b-dca5-e611-80bb-00155d64ab22,7LBSFSh5FXMjf6PRQaXthcETzx7RXweSFkNk9j/oCvpqWYSsAoah/3GasfksZIvT9RrVhsKqKUWhzK107GV/tg==,2017-09-14 20:41,Dakota City,Nebraska,2017-09-14 14:41
68fb2036-dca5-e611-80bb-00155d64ab22,nlQwgILOTh8P9+w7FMm6dCzi9I5QyIS+PxkJiR9/dJVuhpPj2g0DG6yI/fbPHoQSZ2RMkr18ajlwki0NuOt1Tw==,2017-09-14 20:37,Dalbo,Minnesota,2017-09-14 14:37
4271df2f-dca5-e611-80bb-00155d64ab22,snRryHuN0D+99IZbgqow1TDI1oKX16T/p8gzi0sGLV9qvl12x9Kn36xByR1Qi5+yvhTyp3j4TqpVbSkOryRLjg==,2017-09-14 21:09,Dale,Texas,2017-09-14 14:22
5050df2f-dca5-e611-80bb-00155d64ab22,ALe6+NzkQ9yUnuNqQTEiVhj/pewFX+PJsA+pBhDTyTslQK4yCivJruxpntSd1cOY9tnvb/I8Ny74gFIbZjO1bg==,2017-09-14 21:12,Daleville,Virginia,2017-09-14 14:09
bf82ac41-dca5-e611-80bb-00155d64ab22,abp+bVMNRiKLgPzvj2QNqMGRzKsLrjS43HLk9SOThQVRs9VKOnqmsNMsKXjSVSZqY4Cg/XvEdccUDS11Wroi2A==,2017-09-14 21:09,Dalhart,Texas,2017-09-14 15:09
463b203b-dca5-e611-80bb-00155d64ab22,h4l0Sm3r4Kr/Se+rVGoziO3/JPhD0EgFvccCbM3Ex01378FAeNCy9EpMlD0SQfGir3KHdFkgG6WgbG9CgTSZfA==,2017-09-14 20:42,Dalhousie,New Brunswick,2017-09-14 14:42
5a67df2f-dca5-e611-80bb-00155d64ab22,DoRNNgvfGSusRi1dzqA04aWORAeNWX688SIJTF/AM0+4jGhJytxcb219xL87TEux2mZtBbC3Jb9PyTUwAqXg8g==,2017-09-14 21:23,Dallas,West Virginia,2017-09-14 14:18
3ede2036-dca5-e611-80bb-00155d64ab22,38k7yPUs1cCjTAXDnydmO4L+FZb+utzKxoRotKC3m1JH3lS1IS5we8Ac1qu/LI6RrPixW0kUACt1eh+omPGpkA==,2017-09-14 20:26,Dallas Center,Iowa,2017-09-14 14:26
4471df2f-dca5-e611-80bb-00155d64ab22,5DXgZ5kMHH6G2Eo5NgbToWLH9Cv8R/Qt6+E0q3kYdjM7QZFLMPzvEzfDtk1iMY+dLOfM3OP1X9s3X9FUh0AjRw==,2017-09-14 20:21,Dallas City,Illinois,2017-09-14 14:21
0f6bac41-dca5-e611-80bb-00155d64ab22,+SWPQG75SMIXN3nsHnbdlluCnpZmEpaoPz4rh7pJRkaLpOqymwqzUWYlVq0WAIC++lb3heT686Dj4X/UFeqYPg==,2017-09-14 21:00,Dallastown,Pennsylvania,2017-09-14 15:00
e0028c46-dca5-e611-80bb-00155d64ab22,cpmpGfsS4uFWg51siiv0Ju9qXlqX5b2yEttFm9DBEymH7yL10Je2Hic7EUoWgWUbOWldTazNnWcDHyMYdaMXzg==,2017-09-14 21:13,Dallesport,Washington,2017-09-14 15:13
116bac41-dca5-e611-80bb-00155d64ab22,jcFYtqh0TjFN/kr1enNfAREMy20UbgBQeBdUu/5N6+5m+PK9S72ctaRP2GiCfGu4nugH3KyrgIA6UtYF4mOn8A==,2017-09-14 21:00,Dalmatia,Pennsylvania,2017-09-14 15:00
0779ac41-dca5-e611-80bb-00155d64ab22,iiahoYDHe9G/6e6mMfBR6tfp/cRz3rvll83FYf7iUd+24/dTN29RbH+X+VVjiGKSygOrOA2zgm2YxzuOuGUWjA==,2017-09-14 21:06,Dalmeny,Saskatchewan,2017-09-14 15:06
e46adf2f-dca5-e611-80bb-00155d64ab22,/Ocy+Jykot13n9igjA+GmOvy2RwBXCGFfflr2BsRatPi1OeRKRtXj5LKFX2XoeSPgzRx7gV+KGq9n4lBM2gvmQ==,2017-09-14 21:00,Dalton,Pennsylvania,2017-09-14 14:19
4671df2f-dca5-e611-80bb-00155d64ab22,WozvKYazBGcKhENqqjlH0ymkrvgD9MqUeC/WQpe9tlRX8jcSsXBz31QifnCHjVBZBAsRo9GK1we5OklFwOTPYg==,2017-09-14 20:21,Dalton City,Illinois,2017-09-14 14:21
a85cdf2f-dca5-e611-80bb-00155d64ab22,eiQA2g3bVD9J4jnTBOwHqgi7mXzb7DdG0huIdEQsvV2HZj5M6PeG9aEFqpUSHdNwRS83tHtN9pic7wX41bpm+Q==,2017-09-14 20:14,Daly City,California,2017-09-14 14:14
9b7aac41-dca5-e611-80bb-00155d64ab22,B44QUeGoQPf6Ns2dRsdoS+6VRCwFCYuCHfpOIREo+zA3iaYl+VIKJ3IdgTnliQ0mLMNvlPy69hV0pvuLdExGHg==,2017-09-14 21:06,Dalzell,South Carolina,2017-09-14 15:06
1aec2036-dca5-e611-80bb-00155d64ab22,0QFWHoWYXbvkOJEA7EKth6F+woH+mX36WCDFGmI6vQMSCbRTGGmLHJXtejnSjjT6MXknQvYceLFBiuy+DKaplQ==,2017-09-14 20:31,Damariscotta,Maine,2017-09-14 14:31
5a57df2f-dca5-e611-80bb-00155d64ab22,3v9jZAy20s+qZE0Cuaef0ORpaYysPbzFopu3CFUJSxPwBNqpz8hJi8tfayBBEUt2+2eCVnLYSAeKF2TQGGEHQQ==,2017-09-14 21:12,Damascus,Virginia,2017-09-14 14:12
80fb8b46-dca5-e611-80bb-00155d64ab22,RPI9uePkOdZpMofelK1tMqofXjaeHu9pp+EJalaudY45+r+xZzV87ViG7JPQ/WonN/oBaj0AX5+A8N/bGunSeg==,2017-09-14 21:11,Dammeron Valley,Utah,2017-09-14 15:11
c382ac41-dca5-e611-80bb-00155d64ab22,m6rj4WLPHB+LLXbnzb6PvlLZwqUlycgI61d49kIYRv9aR5i+MuqKTlZkK5ApXlR+SwKCx0n0GexDvT70BkVZmg==,2017-09-14 21:09,Damon,Texas,2017-09-14 15:09
